#TrapID X Y char effort JulianDay precip Observers
1 505635.5552 4906084.409 / 0.428372172780037 1.27638233135447 -0.983301873955971 0.0813889450822723
2 515600.4986 4906521.777 / -0.413778622079193 -1.30502159530846 -1.21185083367413 0.0813889450822723
3 516437.2125 4905752.302 / -0.299534774288998 -1.30502159530846 -1.21185083367413 0.0813889450822723
4 517623.3975 4905356.632 / -0.0368925854297788 -1.30502159530846 -1.21185083367413 0.0813889450822723
5 538985.1894 4905715.396 / -0.382956164136697 1.18736840284886 -0.757087181185215 0.0813889450822723
6 539942.1312 4905706.284 / -0.447176608891741 1.18736840284886 -0.757087181185215 0.0813889450822723
7 540849.5873 4905715.552 / -0.213339515551116 1.18736840284886 -0.757087181185215 0.0813889450822723
8 546847.0636 4906435.663 / 0.227944671718748 -1.30502159530846 -1.27341543680891 0.0813889450822723
9 547875.2504 4906294.371 / 0.339805461633032 -1.30502159530846 -1.27341543680891 0.0813889450822723
10 548938.2474 4906357.665 / 1.34426476099163 -1.30502159530846 -1.27341543680891 0.0813889450822723
11 566141.4067 4906595.63 / -0.430888842709624 -0.859951952780364 -0.164816783312298 0.0813889450822723
12 567670.5657 4906565.725 / -0.665132594232998 -0.859951952780364 -0.164816783312298 0.0813889450822723
13 568344.7638 4906953.094 / -0.291797156278166 -0.859951952780364 -0.164816783312298 0.0813889450822723
14 573917.1166 4908715.017 / -0.175919987711562 0.0301873322758182 1.89525965200809 0.0813889450822723
15 574409.9586 4908634.626 / 0.472869428539335 0.0301873322758182 1.89525965200809 0.0813889450822723
16 576732.9253 4907557.247 / -0.926785833149764 1.18736840284886 -0.503217318112249 0.0813889450822723
17 523162.0803 4901416.188 / -0.788804140870348 -0.147840524735418 1.76692255823263 0.0813889450822723
18 524329.155 4902427.42 / -1.89060828148483 -0.147840524735418 1.52232682752807 0.0813889450822723
19 525083.1137 4901894.44 / -0.91580246273177 -0.147840524735418 1.52232682752807 0.0813889450822723
20 543091.9408 4899176.661 / -0.356141759398341 0.0301873322758182 1.5778203378533 0.0813889450822723
21 544210.7098 4898261.388 / -0.594910549735323 0.0301873322758182 1.5778203378533 0.0813889450822723
22 544828.3246 4899151.426 / 0.291934750835 0.0301873322758182 1.5778203378533 0.0813889450822723
23 590821.5244 4898856.348 / -2.02726870458802 1.63243804537695 -0.878508267374497 0.0813889450822723
24 591314.2795 4898939.624 / -1.39108139868762 1.63243804537695 -0.878508267374497 0.0813889450822723
25 592437.0906 4899624.372 / -0.0358377185560917 1.63243804537695 -0.889999238444134 0.0813889450822723
26 503533.8838 4892683.685 / -0.991128841602746 1.18736840284886 -0.422673829436029 0.0813889450822723
27 504971.3345 4894077.454 / 1.40305214105322 -1.0379798097916 -0.464482364640654 -1.88908025164642
28 505833.4141 4894268.651 / 0.758549090887782 -1.0379798097916 -0.464482364640654 -1.88908025164642
29 515746.6197 4894423.004 / 1.33506448303886 -0.681924095769128 0.265417195175643 0.0813889450822723
30 516912.9174 4893560.761 / -1.7225719594903 -0.681924095769128 0.265417195175643 0.0813889450822723
31 517762.6919 4893267.107 / -0.565744940021289 -0.681924095769128 0.265417195175643 0.0813889450822723
32 527478.1561 4893795.509 / 0.286217541246148 -0.592910167263509 1.0150794099527 0.0813889450822723
33 528190.8982 4893529.176 / -1.27691812413972 -0.592910167263509 1.0150794099527 0.0813889450822723
34 529253.8831 4893929.136 / 0.92419555381005 -0.592910167263509 1.0150794099527 0.0813889450822723
35 535622.2273 4895155.316 / -0.393785174140739 -0.592910167263509 0.503047518381415 0.0813889450822723
36 536267.4842 4894123.739 / 0.244482741889467 -0.592910167263509 0.503047518381415 0.0813889450822723
37 537671.8341 4895576.85 / -0.308097298671543 -0.592910167263509 0.503047518381415 0.0813889450822723
38 551515.9617 4896087.341 / 2.67393602372072 -0.0588265962298 1.94303539916324 0.0813889450822723
39 552110.9619 4896027.279 / 1.65561825268228 -0.0588265962298 1.94303539916324 0.0813889450822723
40 552706.1908 4895333.343 / 2.56415010254842 -0.0588265962298 1.94303539916324 0.0813889450822723
41 562856.2866 4896241.254 / -1.06092538531329 -0.147840524735418 1.26730296268708 0.0813889450822723
42 564316.3478 4895034.488 / -0.40147631741465 -0.147840524735418 1.26730296268708 0.0813889450822723
43 564656.9654 4895563.367 / -0.580817562825847 -0.147840524735418 1.26730296268708 0.0813889450822723
44 574697.8534 4895275.595 / -0.0646512750327714 -0.0588265962298 1.46917566971112 0.0813889450822723
45 575532.1777 4895439.886 / -0.413274792943522 -0.0588265962298 1.46917566971112 0.0813889450822723
46 576301.7295 4896835.379 / 0.392232940914352 -0.0588265962298 1.46917566971112 0.0813889450822723
47 520036.2522 4886165.152 / -0.624841489738354 -1.48304945231969 -1.34134104681086 -1.88908025164642
48 520821.7082 4885634.447 / 1.76652046530127 -1.48304945231969 -1.34134104681086 0.0813889450822723
49 521791.908 4886305.682 / 2.67655555405676 -1.48304945231969 -1.34134104681086 2.05185814181097
50 528166.1162 4883014.033 / 0.156333646298893 -1.39403552381407 -1.34134104681086 0.0813889450822723
51 529577.8625 4883500.271 / -0.685984536289677 -1.39403552381407 -1.34134104681086 0.0813889450822723
52 530315.6523 4881772.677 / 1.28601654559696 -1.39403552381407 -1.34134104681086 0.0813889450822723
53 535647.8902 4883719.252 / 1.8880334346319 -1.39403552381407 -1.34134104681086 0.0813889450822723
54 536486.463 4882277.891 / 0.132091114481462 -1.39403552381407 -1.34134104681086 0.0813889450822723
55 537890.2814 4881994.022 / 1.98753118285308 -1.39403552381407 -1.34134104681086 0.0813889450822723
56 575323.5766 4882929.339 / -1.14889221626849 1.27638233135447 -0.68177722227978 2.05185814181097
57 576355.205 4882982.534 / -1.65822362916495 1.27638233135447 -0.68177722227978 2.05185814181097
58 577333.0574 4884805.966 / 1.02894753823769 1.27638233135447 -0.697217615712542 2.05185814181097
59 552405.145 4878361.931 / -0.698879701048971 1.8994798308938 -0.869471484259301 0.0813889450822723
60 553302.2078 4879702.145 / -0.482941229780046 1.8994798308938 -0.869471484259301 -1.88908025164642
61 512527.4045 4874275.232 / 1.22978373725573 -0.770938024274746 -0.144245876692793 0.0813889450822723
62 513226.8616 4873700.705 / 2.6654875601454 -0.770938024274746 -0.144245876692793 0.0813889450822723
63 514396.1417 4875348.744 / -0.479981013337413 -0.770938024274746 -0.144245876692793 0.0813889450822723
64 528386.5326 4871634.879 / 0.742026513495488 -1.12699373829722 -0.658430462844145 2.05185814181097
65 529612.3607 4872143.846 / 1.18009509232594 -1.12699373829722 -0.658430462844145 2.05185814181097
66 530349.4278 4872049.224 / -0.186270936387097 -1.12699373829722 -0.658430462844145 2.05185814181097
67 539894.2927 4870511.26 / -1.00786842941178 -1.21600766680284 -1.04493781418234 0.0813889450822723
